,,,,,,EXTINTORES DE PLANTA,,,,,,,,,,,,,,,,
,Orden,LOTE,RESPONSABLE,EDIFICO,UBICACIÓN,TIPO,CLASE,CAP.,VTO DE CARGA,VTO PH,BALIZA,CARTEL EN ALTURA,DEMARCACIÓN DE PISO,NRO INTERNO,NRO FABRICACIÓN,AÑO,MARCA,ESTADO,RESERVA,ORIGEN RESERVA,VENCIMIENTO DE LA RESERVA,EMPRESA DE MANTENIMIENTO
,592,LOTE 42,,Aduana,Playa Fiscal Poste n° 34,POLVO,ABC,10 Kg,12/2020,12/2023,,,,698,221781,2017,Cassaro,En planta,,#N/A,#N/A,
,593,LOTE 42,,Aduana,Playa Fiscal Poste n° 35,POLVO,ABC,10 Kg,12/2020,12/2023,,,,699,221776,2017,Cassaro,En planta,,#N/A,#N/A,
,594,LOTE 42,,Aduana,Playa Fiscal Poste n° 36,POLVO,ABC,10 Kg,12/2020,12/2023,,,,700,221701,2011,Horizonte,En planta,,#N/A,#N/A,
,595,LOTE 42,,Secco,Sala de Baterias - Porton,POLVO,ABC,5 Kg,7/2021,6/2024,,,,704,1190200,2018,Yukon,En planta,,#N/A,#N/A,
,596,LOTE 42,,Secco,Sala de Baterias - Porton,POLVO,ABC,5 Kg,7/2021,6/2024,,,,705,1190198,2018,Cassaro,En planta,,#N/A,#N/A,
,597,LOTE 42,,Secco,Sala de Baterias - Interno,POLVO,ABC,5 Kg,3/2021,9/2023,,,,706,1323476,2018,Cassaro,En planta,,#N/A,#N/A,
,598,LOTE 42,,Secco,Sala de Baterias - Interno,POLVO,ABC,5 Kg,3/2021,9/2023,,,,707,1190179,2018,Cassaro,En planta,,#N/A,#N/A,
,599,LOTE 42,,Secco,Sala de Baterias - Interno,POLVO,ABC,5 Kg,3/2021,9/2023,,,,708,1189958,2018,Cassaro,En planta,,#N/A,#N/A,
,600,LOTE 42,,Secco,Sala de Baterias - Alero,POLVO,ABC,5 Kg,7/2021,9/2020,,,,709,1307305,2018,Cassaro,En planta,,#N/A,#N/A,
,601,LOTE 42,,Secco,Sala de Baterias - Alero,POLVO,ABC,5 Kg,7/2021,6/2024,,,,710,1184371,2018,Cassaro,En planta,,#N/A,#N/A,
,602,LOTE 42,,Secco,Sala de Baterias - Alero,POLVO,ABC,5 Kg,7/2021,6/2024,,,,711,1190162,2018,Yukon,En planta,,#N/A,#N/A,
,603,LOTE 42,,Secco,Sala de Baterias - Alero,POLVO,ABC,5 Kg,7/2021,9/2020,,,,712,1307319,2018,Cassaro,En planta,,#N/A,#N/A,
,604,LOTE 42,,Secco,Sala de Baterias - Alero,POLVO,ABC,5 Kg,7/2021,6/2020,,,,713,1184102,2018,Yukon,En planta,,#N/A,#N/A,
,605,LOTE 42,,Secco,Sala de tablero externo,POLVO,ABC,5 Kg,5/2021,5/2023,,,,714,669456,2018,Cassaro,En planta,,#N/A,#N/A,
51956,606,LOTE 95,Paez W.,CKD -COZZUOL,Alero,AFFF,AB,25 Lts,,,OK,OK,OK,776,51904,2018,Melisam,En recarga,51956,K,5/2021,
52101,607,LOTE 95,Paez W.,CKD -COZZUOL,Alero,AFFF,AB,25 Lts,,,OK,OK,OK,777,51975,2018,Melisam,En recarga,52101,K,5/2021,
,608,LOTE 95,Paez W.,CKD -COZZUOL,Oficina FCA,CO2,BC,5 Kg,3/2021,3/2021,OK,OK,OK,778,1412,2011,Horizonte,En planta,,#N/A,#N/A,
,609,LOTE 95,Paez W.,CKD -COZZUOL,Galpon sur - pared norte,POLVO,ABC,10 Kg,7/2021,7/2023,OK,OK,OK,779,2111,2010,Horizonte,En planta,,#N/A,#N/A,
,610,LOTE 95,Paez W.,CKD -COZZUOL,Galpon sur - pared norte,POLVO,ABC,10 Kg,7/2021,7/2023,OK,OK,OK,780,625295,2018,Melisam,En planta,,#N/A,#N/A,
4046,611,LOTE 95,Paez W.,CKD -COZZUOL,Pared Sur Oficina,CO2,BC,5 Kg,,,OK,OK,OK,781,468441,2018,Drago,En recarga,4046,E-14,1/12/2020,
,612,LOTE 95,Paez W.,CKD -COZZUOL,Pared sur,POLVO,ABC,5 Kg,7/2021,7/2023,OK,OK,OK,782,647331,2018,Melisam,En planta,,#N/A,#N/A,
,613,LOTE 95,Paez W.,CKD -COZZUOL,Pared sur,POLVO,ABC,5 Kg,3/2021,3/2023,OK,OK,OK,783,647907,2018,Melisam,En planta,,#N/A,#N/A,
,614,LOTE 95,Paez W.,CKD -COZZUOL,Pared sur almacen,POLVO,ABC,5 Kg,7/2021,7/2023,OK,OK,OK,785,647657,2018,Melisam,En planta,,#N/A,#N/A,
468078,615,LOTE 95,Paez W.,CKD -COZZUOL,Pared sur,AFFF,AB,10 Lts,,,OK,OK,OK,786,468128,2018,Melisam,En recarga,468078,#N/A,#N/A,
51944,616,LOTE 95,Paez W.,CKD -COZZUOL,Oficina Dada,POLVO,ABC,25 Kg,,,OK,OK,OK,787,51939,2018,Melisam,En recarga,51944,L,5/2021,
,617,LOTE 95,Paez W.,CKD -COZZUOL,Galpon sur - pared norte,POLVO,ABC,5 Kg,7/2021,7/2023,OK,OK,OK,788,648022,2018,Melisam,En planta,,#N/A,#N/A,
51903,618,LOTE 95,Paez W.,CKD -COZZUOL,Galpon sur - pared norte,POLVO,ABC,25 Kg,,,OK,OK,OK,789,51847,2018,Melisam,En recarga,51903,L,5/2021,
300026,619,LOTE 95,Paez W.,CKD -COZZUOL,Galpon norte - pared sur,POLVO,ABC,10 Kg,,,OK,OK,OK,792,664401,2010,Melisam,En recarga,300026,,1/12/2020,
1734,620,LOTE 95,Paez W.,CKD -COZZUOL,Galpon norte -  porton este,AFFF,AB,10 Lts,,,OK,OK,OK,793,468802,2018,Melisam,En recarga,1734,,1/10/2020,
300218,621,LOTE 95,Paez W.,CKD -COZZUOL,Galpon norte - columna,AFFF,AB,10 Lts,,,OK,OK,OK,794,468433,2018,Melisam,En recarga,300218,#N/A,#N/A,
51945,622,LOTE 95,Paez W.,CKD -COZZUOL,Porton norte,POLVO,ABC,25 Kg,,,OK,OK,OK,795,51965,2018,Melisam,En recarga,51945,L,5/2021,
,623,LOTE 95,Paez W.,CKD -COZZUOL,Oficina,CO2,BC,5 Kg,12/2020,5/2023,OK,OK,OK,629,857514,2018,Drago,En planta,,#N/A,#N/A,
676685,624,LOTE 95,Paez W.,Centro de Construccion,Columna,POLVO,ABC,10 Kg,,,OK,OK,OK,801,657970,2018,Melisam,En recarga,676685,B-03,1/12/2020,
,625,LOTE 95,Paez W.,Centro de Construccion,Deposito,CO2,BC,5 Kg,3/2021,3/2021,OK,OK,OK,802,1042,2011,Horizonte,En planta,,#N/A,#N/A,
,626,LOTE 95,Paez W.,Centro de Construccion,Focalizado,CO2,BC,5 Kg,3/2021,3/2021,OK,OK,OK,803,1186,2011,Horizonte,En planta,,#N/A,#N/A,
,627,LOTE 95,Paez W.,Centro de Construccion,Pared,CO2,BC,3.5 Kg,3/2021,3/2021,OK,OK,OK,804,2234,2009,Horizonte,En planta,,#N/A,#N/A,
,628,LOTE 95,Paez W.,Centro de Construccion,Porton,CO2,BC,5 Kg,3/2021,3/2021,OK,OK,OK,805,1614,2011,Horizonte,En planta,,#N/A,#N/A,
300482,629,LOTE 95,Paez W.,Centro de Construccion,Alero externo,AFFF,AB,10 Lts,,,OK,OK,OK,806,468744,2018,Melisam,En recarga,300482,,1/12/2020,
,630,LOTE 95,Paez W.,Service Generales,Interno Pared,POLVO,ABC,5 Kg,7/2021,7/2021,OK,OK,OK,811,647641,2018,Melisam,En planta,,#N/A,#N/A,
,631,LOTE 95,Paez W.,Service Generales,Interno Columna,POLVO,ABC,10 Kg,7/2021,7/2021,OK,OK,OK,812,657660,2018,Melisam,En planta,,#N/A,#N/A,
656164,632,LOTE 95,Paez W.,Service Generales,Externo,POLVO,ABC,10 Kg,,,OK,OK,OK,813,625201,2018,Melisam,En recarga,656164,,1/10/2020,
,633,LOTE 95,Paez W.,Almacén de combustible,Interno,CO2,BC,5 Kg,5/2021,3/2021,OK,OK,OK,816,1514,2011,Horizonte,En planta,,#N/A,#N/A,
,634,LOTE 95,Paez W.,Almacén de combustible,Interno pared,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,818,300194,2018,Melisam,En planta,,#N/A,#N/A,
300477,635,LOTE 95,Paez W.,Almacén de combustible,Externo,AFFF,AB,10 Lts,,,OK,OK,OK,819,468080,2018,Melisam,En recarga,300477,,1/12/2020,
300330,636,LOTE 95,Paez W.,Almacén de combustible,Externo,AFFF,AB,10 Lts,,,OK,OK,OK,820,468005,2018,Melisam,En recarga,300330,,1/12/2020,
,637,LOTE 95,Paez W.,Almacén de combustible,Deposito,AFFF,AB,10 Lts,12/2020,12/2023,OK,OK,OK,821,300099,2018,Melisam,En planta,,#N/A,#N/A,
857436,638,LOTE 95,Paez W.,Sala de Compresor,Porton,CO2,BC,5 Kg,,,OK,OK,OK,872,1645,2011,Horizonte,En recarga,857436,,1/11/2020,
,639,LOTE 95,Paez W.,Sala de Compresor,Porton,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,873,858777,2018,Drago,En planta,,#N/A,#N/A,
,640,LOTE 95,Paez W.,Sala de Compresor,Pared,CO2,BC,10 Kg,12/2020,12/2023,OK,OK,OK,874,858287,2018,Drago,En planta,,#N/A,#N/A,
,641,LOTE 95,Paez W.,Sala de Bombas de enfriamiento de Cajas,Interno,CO2,BC,3.5 Kg,3/2021,03/2021,OK,OK,OK,823,2169,2009,Horizonte,En planta,,#N/A,#N/A,
,642,LOTE 95,Paez W.,Sala de Bombas de enfriamiento de Cajas,Externo,POLVO,ABC,5 Kg,7/2021,7/2021,OK,OK,OK,824,656211,2018,Melisam,En planta,,#N/A,#N/A,
,643,LOTE 95,Paez W.,Sala de Bombas de enfriamiento de Cajas,Externo,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,825,468410,2018,Melisam,En planta,,#N/A,#N/A,
,644,LOTE 95,Paez W.,Instituto.Formación.Profesional,Planta baja,CO2,BC,3.5 Kg,3/2021,3/2023,OK,OK,OK,831,2557,2009,Horizonte,En planta,,#N/A,#N/A,
,645,LOTE 95,Paez W.,Instituto.Formación.Profesional,Planta baja,CO2,BC,10 Kg,12/2020,12/2020,OK,OK,OK,832,858761,2018,Drago,En planta,,#N/A,#N/A,
,646,LOTE 95,Paez W.,Instituto.Formación.Profesional,Planta baja,POLVO,ABC,5 Kg,7/2021,7/2023,OK,OK,OK,833,647678,2018,Melisam,En planta,,#N/A,#N/A,
,647,LOTE 95,Paez W.,Instituto.Formación.Profesional,Planta baja,POLVO,ABC,5 Kg,7/2021,7/2023,OK,OK,OK,834,648003,2018,Melisam,En planta,,#N/A,#N/A,
,648,LOTE 95,Paez W.,Instituto.Formación.Profesional,Planta baja escalera,POLVO,ABC,5 Kg,7/2021,7/2023,OK,OK,OK,835,647887,2018,Melisam,En planta,,#N/A,#N/A,
468203,649,LOTE 95,Paez W.,Instituto.Formación.Profesional,Planta baja,AFFF,AB,10 Lts,,,OK,OK,OK,836,468724,2018,Melisam,En recarga,468203,,1/12/2020,
300382,650,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub suelo,AFFF,AB,10 Lts,,,OK,OK,OK,837,468169,2018,Melisam,En recarga,300382,,1/12/2020,
657333,651,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub suelo,CO2,BC,5 Kg,,,OK,OK,OK,838,1324,2011,Horizonte,En recarga,657333,,9/2020,
,652,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub suelo,CO2,BC,5 Kg,3/2021,3/2021,OK,OK,OK,839,1247,2011,Horizonte,En planta,,#N/A,#N/A,
132238,653,LOTE 95,Paez W.,Instituto.Formación.Profesional,1° Piso,POLVO,ABC,5 Kg,,,OK,OK,OK,840,657065,2018,Melisam,En recarga,132238,,1/6/2021,
300323,654,LOTE 95,Paez W.,Instituto.Formación.Profesional,1° Piso,AFFF,AB,10 Lts,,,OK,OK,OK,841,468832,2018,Melisam,En recarga,300323,,1/12/2020,
468222,655,LOTE 95,Paez W.,Instituto.Formación.Profesional,1° Piso,AFFF,AB,10 Lts,,,OK,OK,OK,842,468875,2018,Melisam,En recarga,468222,,1/12/2020,
,656,LOTE 95,Paez W.,Instituto.Formación.Profesional,1° Piso,CO2,BC,10 Kg,12/2020,12/2023,OK,OK,OK,843,858783,2018,Drago,En planta,,#N/A,#N/A,
,657,LOTE 95,Paez W.,Instituto.Formación.Profesional,2° Piso,POLVO,ABC,5 Kg,7/2021,7/2023,OK,OK,OK,844,647931,2018,Melisam,En planta,,#N/A,#N/A,
300179,658,LOTE 95,Paez W.,Instituto.Formación.Profesional,2° Piso,AFFF,AB,10 Lts,,,OK,OK,OK,845,688394,2018,Melisam,En recarga,300179,,1/12/2020,
468307,659,LOTE 95,Paez W.,Instituto.Formación.Profesional,2° Piso,AFFF,AB,10 Lts,,,OK,OK,OK,846,468440,2018,Melisam,En recarga,468307,,1/12/2020,
,660,LOTE 95,Paez W.,Instituto.Formación.Profesional,2° Piso,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,847,859782,2018,Drago,En planta,,#N/A,#N/A,
,661,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sala máquina ascensor,CO2,BC,3.5 Kg,11/2020,11/2023,,,,817,857004,2018,Drago,En planta,,#N/A,#N/A,
62527,662,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub estacion Distribucion,POLVO,ABC,10 Kg,,,,,,848,646754,2012,Melisam,En recarga,62527,,1/12/2020,
1648,663,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub estacion Distribucion,CO2,BC,10 Kg,,,,,,849,106668,1997,Yukon,En recarga,1648,E-16,12/2020,
857464,664,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub estacion Distribucion,CO2,BC,5 Kg,,,,,,850,1191,2011,Horizonte,En recarga,857464,,1/11/2020,
657994,665,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub estacion Compresores,CO2,BC,5 Kg,,,,,,851,4400,2010,Horizonte,En recarga,657994,,1/10/2020,
859798,666,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub estacion Compresores,CO2,BC,10 Kg,,,,,,852,16673,1997,Yukon,En recarga,859798,J,11/2020,
,667,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub estacion Compresores,CO2,BC,5 Kg,5/2021,5/2021,,,,853,1445,2011,Horizonte,En planta,,#N/A,#N/A,
675853,668,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub estacion Compres ext.,POLVO,ABC,10 Kg,,,,,,854,625309,2018,Melisam,En recarga,675853,B-03,12/2020,
676698,669,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sub estacion Compres ext.,POLVO,ABC,10 Kg,,,,,,855,625198,2018,Melisam,En recarga,676698,#N/A,#N/A,
,670,LOTE 95,Paez W.,Instituto.Formación.Profesional,Sala bombas tanque externo,CO2,BC,5 Kg,3/2020,3/2021,,,,894,1366,2011,Horizonte,En planta,,#N/A,#N/A,
6794,671,LOTE 95,Paez W.,Escuela Técnica,Interno pared,POLVO,ABC,5 Kg,,,,,,871,647992,2018,Melisam,En recarga,6794,C-06,1/6/2021,
468770,672,LOTE 95,Paez W.,ARCHIVO FIAT SERVICE,Porton,AFFF,AB,10 Lts,,,,,,856,468755,2018,Melisam,En recarga,468770,G-20,1/12/2020,
2369,673,LOTE 95,Paez W.,ARCHIVO FIAT SERVICE,Estante,POLVO,ABC,5 Kg,,,,,,857,469264,2018,Melisam,En recarga,2369,C-06,1/6/2021,
,674,LOTE 95,Paez W.,ARCHIVO FIAT SERVICE,Oficina PB,CO2,BC,5 Kg,3/2021,3/2021,,,,858,1415,2011,Horizonte,En planta,,#N/A,#N/A,
,675,LOTE 95,Paez W.,ARCHIVO FIAT SERVICE,Oficina PA,CO2,BC,5 Kg,3/2021,3/2021,,,,859,1548,2011,Horizonte,En planta,,#N/A,#N/A,
468352,676,LOTE 95,Paez W.,ARCHIVO FIAT SERVICE,Pasillo estante,AFFF,AB,10 Lts,,,,,,860,468605,2018,Melisam,En recarga,468352,G-20,1/12/2020,
468292,677,LOTE 95,Paez W.,ARCHIVO FIAT SERVICE,Pasillo estante,AFFF,AB,10 Lts,,,,,,861,468749,2018,Melisam,En recarga,468292,G-20,1/12/2020,
468721,678,LOTE 95,Paez W.,ARCHIVO FIAT SERVICE,Pasillo estante,AFFF,AB,10 Lts,,,,,,862,468834,2018,Melisam,En recarga,468721,G-20,1/12/2020,
300210,679,LOTE 95,Paez W.,ARCHIVO FIAT SERVICE,Pasillo estante,AFFF,AB,10 Lts,,,,,,863,468506,2018,Melisam,En recarga,300210,G-20,1/12/2020,
468185,680,LOTE 95,Paez W.,ARCHIVO FIAT SERVICE,Pared fondo,AFFF,AB,10 Lts,,,,,,864,468398,2018,Melisam,En recarga,468185,G-20,1/12/2020,
651500,681,LOTE 95,Paez W.,Surtidores,Surtidores,POLVO,ABC,70 Kg,,,,,,876,51511,2018,Melisam,En recarga,651500,,1/5/2021,
651886,682,LOTE 95,Paez W.,Surtidores,Surtidores,POLVO,ABC,25 Kg,,,,,,877,52170,2018,Melisam,En recarga,651886,#N/A,#N/A,
,683,LOTE 95,Paez W.,Surtidores,Surtidores,CO2,BC,5 Kg,3/2021,3/2021,,,,878,1360,2011,Horizonte,En planta,,#N/A,#N/A,
,684,LOTE 95,Paez W.,Surtidores,Surtidores,POLVO,ABC,10 Kg,3/2021,3/2021,,,,879,1970,2010,Horizonte,En planta,,#N/A,#N/A,
,685,LOTE 95,Paez W.,Surtidores,Oficina Surtidores,CO2,BC,3.5 Kg,5/2021,5/2021,,,,880,2209,2009,Horizonte,En planta,,#N/A,#N/A,
,686,LOTE 95,Alvarez L.,Experimentacion,Interno porton,POLVO,ABC,5 Kg,7/2021,7/2023,OK,OK,OK,886,647364,2018,Melisam,En planta,,#N/A,#N/A,
,687,LOTE 95,Alvarez L.,Experimentacion,Oficina,POLVO,ABC,5 Kg,10/2020,10/2023,OK,OK,OK,887,657799,2018,Melisam,En planta,,#N/A,#N/A,
676557,688,LOTE 95,Alvarez L.,Experimentacion,Taller,POLVO,ABC,10 Kg,,,OK,OK,OK,888,657394,2018,Melisam,En recarga,676557,B-04,12/2020,
657962,689,LOTE 95,Alvarez L.,Experimentacion,Taller,POLVO,ABC,10 Kg,,,OK,OK,OK,889,676125,2018,Melisam,En recarga,657962,B-04,12/2020,
,690,LOTE 95,Alvarez L.,Garantia,Pared frente a Oficina,CO2,BC,5 Kg,7/2021,7/2021,OK,OK,OK,891,1141,2011,Horizonte,En planta,,#N/A,#N/A,
300030,691,LOTE 95,Alvarez L.,Garantia,Pared lado - Baño,AFFF,AB,10 Lts,,,OK,OK,OK,892,468303,2018,Melisam,En recarga,300030,G-21,07/2021,
300271,692,LOTE 95,Alvarez L.,Garantia,Pared fondo,AFFF,AB,10 Lts,,,OK,OK,OK,893,468371,2018,Melisam,En recarga,300271,G-21,07/2021,
,693,LOTE 95,Alvarez L.,Ex Galpon 18,Oficina,CO2,BC,3.5 Kg,5/2021,5/2025,OK,OK,OK,896,2584,2009,Horizonte,En planta,,#N/A,#N/A,
,694,LOTE 95,Alvarez L.,Ex Galpon 18,Columna,POLVO,ABC,10 Kg,10/2020,10/2024,OK,OK,OK,897,4245,2010,Horizonte,En planta,,#N/A,#N/A,
,695,LOTE 95,Alvarez L.,Ex Galpon 18,Columna,POLVO,ABC,10 Kg,10/2020,10/2024,OK,OK,OK,898,3953,2010,Horizonte,En planta,,#N/A,#N/A,
,696,LOTE 95,Alvarez L.,Ex Galpon 18,Pulmon Dada - Enrejado,POLVO,ABC,10 Kg,10/2020,10/2024,OK,OK,OK,899,3614,2010,Cassaro,En planta,,#N/A,#N/A,
,697,LOTE 95,Alvarez L.,Ex Galpon 18,Pulmon Dada - Columna,POLVO,ABC,10 Kg,5/2021,5/2025,OK,OK,OK,900,664113,2010,Melisam,En planta,,#N/A,#N/A,
,698,LOTE 95,Alvarez L.,Ex Galpon 18,Pulmon Dada - Pared,POLVO,ABC,10 Kg,5/2021,5/2025,OK,OK,OK,901,664213,2010,Melisam,En planta,,#N/A,#N/A,
,699,LOTE 95,Alvarez L.,Ex Galpon 18,Tavolo FCA - Oficina,POLVO,ABC,10 Kg,10/2020,10/2022,OK,OK,OK,902,2239,2012,Cassaro,En planta,,#N/A,#N/A,
,700,LOTE 95,Alvarez L.,Ex Galpon 18,Tavolo FCA - Puerta,POLVO,ABC,10 Kg,5/2021,5/2025,OK,OK,OK,903,664191,2018,Cassaro,En planta,,#N/A,#N/A,
,701,LOTE 95,Alvarez L.,Ex Galpon 18,Tavolo FCA - Columna,POLVO,ABC,10 Kg,10/2020,10/2022,OK,OK,OK,904,1704,2012,Cassaro,En planta,,#N/A,#N/A,
,702,LOTE 95,Alvarez L.,Ex kaizen Cajas,Ex-Taller Kaizen Cajas,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,741,300294,2018,Melisam,En planta,,#N/A,#N/A,
,703,LOTE 95,Alvarez L.,Ex kaizen Cajas,Ex-Taller Kaizen Cajas,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,742,300161,2018,Melisam,En planta,,#N/A,#N/A,
,704,LOTE 95,Alvarez L.,Ex kaizen Cajas,Ex-Taller Kaizen Cajas,AFFF,AB,10 Lts,11/2020,11/2020,OK,OK,OK,743,468838,2018,Melisam,En planta,,#N/A,#N/A,
,705,LOTE 95,Alvarez L.,Ex kaizen Cajas,Ex-Taller Kaizen Cajas,AFFF,AB,10 Lts,11/2020,11/2020,OK,OK,OK,744,300308,2018,Melisam,En planta,,#N/A,#N/A,
300490,706,LOTE 95,Alvarez L.,Ex kaizen Cajas,Ex-Taller Kaizen Cajas,AFFF,AB,10 Lts,,,OK,OK,OK,745,468780,2018,Melisam,En recarga,300490,G-21,05/2021,
,707,LOTE 95,Alvarez L.,Ex kaizen Cajas,Ex-Taller Kaizen Cajas,POLVO,ABC,5 Kg,5/2021,5/2023,OK,OK,OK,750,669319,2018,Melisam,En planta,,#N/A,#N/A,
676676,708,LOTE 95,Alvarez L.,Ex kaizen Cajas,Repar. de Motores,POLVO,ABC,10 Kg,,,OK,OK,OK,748,657865,2018,Melisam,En recarga,676676,B-04,12/2020,
,709,LOTE 95,Alvarez L.,Deposito de Fluidos Petrona,Depósito de Aceite,AFFF,AB,100 Lts,5/2021,5/2022,OK,OK,OK,755,51301,2018,Melisam,En planta,,#N/A,#N/A,
,710,LOTE 95,Alvarez L.,Deposito de Fluidos Petrona,Depósito de Aceite,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,753,300030,2018,Melisam,En planta,,#N/A,#N/A,
,711,LOTE 95,Alvarez L.,Deposito de Fluidos Petrona,Depósito de Aceite,POLVO,ABC,10 Kg,12/2020,12/2023,OK,OK,OK,754,625141,2018,Melisam,En planta,,#N/A,#N/A,
647625,712,LOTE 95,Amaya F.,Group Purchasing,Group Purchasing,POLVO,ABC,5 Kg,,,OK,OK,OK,1193,647957,2018,Melisam,En recarga,647625,,10/2020,
648059,713,LOTE 95,Amaya F.,Group Purchasing,Group Purchasing,POLVO,ABC,5 Kg,,,OK,OK,OK,1194,647643,2018,Melisam,En recarga,648059,,10/2020,
1474344,714,LOTE 95,Amaya F.,Group Purchasing,Group Purchasing,POLVO,ABC,10 Kg,,,OK,OK,OK,1187,625340,2018,Melisam,En recarga,1474344,,10/2020,
1948,715,LOTE 95,Amaya F.,Group Purchasing,Group Purchasing,POLVO,ABC,10 Kg,,,OK,OK,OK,1189,624893,2018,Melisam,En recarga,1948,,10/2020,
657894,716,LOTE 95,Amaya F.,Group Purchasing,Group Purchasing,POLVO,ABC,10 Kg,,,OK,OK,OK,1186,676100,2018,Melisam,En recarga,657894,,10/2020,
625285,717,LOTE 95,Amaya F.,Group Purchasing,Group Purchasing,POLVO,ABC,10 Kg,,,OK,OK,OK,1188,676108,2018,Melisam,En recarga,625285,,10/2020,
676537,718,LOTE 95,Amaya F.,Group Purchasing,Group Purchasing,POLVO,ABC,10 Kg,,,OK,OK,OK,1190,676041,2018,Melisam,En recarga,676537,,10/2020,
625291,719,LOTE 95,Amaya F.,Group Purchasing,Group Purchasing,POLVO,ABC,10 Kg,,,OK,OK,OK,1191,675894,2018,Melisam,En recarga,625291,,10/2020,
625270,720,LOTE 95,Amaya F.,Group Purchasing,Group Purchasing,POLVO,ABC,10 Kg,,,OK,OK,OK,1192,676721,2018,Melisam,En recarga,625270,,10/2020,
,721,LOTE 95,Amaya F.,Ex Almacén de Comau,Almacén Comau,POLVO,ABC,10 Kg,10/2020,10/2023,NOK,NOK,OK,1221,676106,2018,Melisam,En planta,,#N/A,#N/A,
,722,LOTE 95,Amaya F.,Ex Almacén de Comau,Almacén Comau,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,OK,1222,676063,2018,Melisam,En planta,,#N/A,#N/A,
,723,LOTE 95,Amaya F.,Ex Almacén de Comau,Almacén Comau,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,OK,1223,676082,2018,Melisam,En planta,,#N/A,#N/A,
,724,LOTE 95,Amaya F.,Taller Make,Taller Kaizen MAKE,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,OK,1224,625305,2018,Melisam,En planta,,#N/A,#N/A,
,725,LOTE 95,Amaya F.,Taller Make,Taller Kaizen MAKE,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,OK,1225,625261,2018,Melisam,En planta,,#N/A,#N/A,
,726,LOTE 95,Amaya F.,Taller Make,Taller Kaizen MAKE,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,NOK,1226,625323,2018,Melisam,En planta,,#N/A,#N/A,
,727,LOTE 95,Amaya F.,Taller Make,Taller Kaizen MAKE,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,OK,1227,625197,2018,Melisam,En planta,,#N/A,#N/A,
,728,LOTE 95,Amaya F.,Taller Make,Depto.Taller Kaizen MAKE,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,OK,1228,625095,2018,Melisam,En planta,,#N/A,#N/A,
,729,LOTE 95,Amaya F.,Depósito de Empresa CIEM,Deposito. Empresa. Ciem,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,NOK,1229,625343,2018,Melisam,En planta,,#N/A,#N/A,
2405,730,LOTE 95,Amaya F.,Edificio Bomberos / Depósito de Bomberos,Serv. Bomberos -interno,CO2,BC,2 Kg,,,OK,OK,NOK,1241,855291,2018,Drago,En recarga,2405,E-15,7/2021,
2599,731,LOTE 95,Amaya F.,Edificio Bomberos / Depósito de Bomberos,Serv. Bomberos -interno,CO2,BC,2 Kg,,,OK,OK,OK,1242,855298,2018,Drago,En recarga,2599,E-16,7/2021,
,732,LOTE 95,Amaya F.,Edificio Bomberos / Depósito de Bomberos,Serv. Bomberos -externo-,POLVO,ABC,10 Kg,7/2021,7/2024,NOK,OK,OK,1243,2279,2018,Melisam,En planta,,#N/A,#N/A,
2401,733,LOTE 95,Amaya F.,Edificio Bomberos / Depósito de Bomberos,Antemodifica,POLVO,ABC,10 Kg,,,OK,OK,OK,1244,625628,2018,Melisam,En recarga,2401,,6/2021,
387259,734,LOTE 95,Amaya F.,Edificio Bomberos / Depósito de Bomberos,Antemodifica,POLVO,ABC,10 Kg,,,OK,OK,OK,1245,625265,2018,Melisam,En recarga,387259,,6/2021,
3710,735,LOTE 95,Amaya F.,Edificio Bomberos / Depósito de Bomberos,Antemodifica,POLVO,ABC,10 Kg,,,OK,OK,OK,1246,625209,2018,Melisam,En recarga,3710,,6/2021,
